Source,Target,Weight,Type
ORCID:0000-0001-6881-3655,ORCID:0000-0001-8687-5518,3,undirected
ORCID:0000-0001-6881-3655,ORCID:0000-0003-3437-6914,3,undirected
ORCID:0000-0001-6882-3079,ORCID:0000-0003-1431-4134,1,undirected
ORCID:0000-0001-6882-3079,ORCID:0000-0003-1685-1224,1,undirected
ORCID:0000-0001-6886-8920,ORCID:0000-0003-2560-8859,1,undirected
ORCID:0000-0001-6886-8920,ORCID:0000-0003-4357-4402,1,undirected
ORCID:0000-0001-6886-9528,ORCID:0000-0003-0253-798X,1,undirected
ORCID:0000-0001-6889-6454,ORCID:0000-0002-4259-3540,1,undirected
ORCID:0000-0001-6889-6454,ORCID:0000-0002-9517-5705,1,undirected
ORCID:0000-0001-6893-2339,ORCID:0000-0002-7102-6449,1,undirected
ORCID:0000-0001-6896-850X,ORCID:0000-0001-8596-5634,1,undirected
ORCID:0000-0001-6896-850X,ORCID:0000-0002-3357-7602,1,undirected
ORCID:0000-0001-6896-850X,ORCID:0000-0003-3936-5050,1,undirected
ORCID:0000-0001-6897-4504,ORCID:0000-0002-8786-9184,3,undirected
ORCID:0000-0001-6897-4504,ORCID:0000-0003-1405-4408,2,undirected
ORCID:0000-0001-6897-458X,ORCID:0000-0002-1163-9032,1,undirected
ORCID:0000-0001-6897-458X,ORCID:0000-0003-2610-4919,1,undirected
ORCID:0000-0001-6898-9351,ORCID:0000-0002-0749-7393,1,undirected
ORCID:0000-0001-6898-9351,ORCID:0000-0002-6802-8769,1,undirected
ORCID:0000-0001-6898-9351,ORCID:0000-0002-8155-8959,1,undirected
ORCID:0000-0001-6898-9351,ORCID:0000-0003-0004-2713,1,undirected
ORCID:0000-0001-6898-9351,ORCID:0000-0003-1529-0111,1,undirected
ORCID:0000-0001-6899-0408,ORCID:0000-0002-1815-6439,1,undirected
ORCID:0000-0001-6899-0408,ORCID:0000-0002-4712-1518,1,undirected
ORCID:0000-0001-6900-9917,ORCID:0000-0002-3518-8619,1,undirected
ORCID:0000-0001-6900-9917,ORCID:0000-0002-6879-827X,1,undirected
ORCID:0000-0001-6902-2708,ORCID:0000-0002-5424-4268,3,undirected
ORCID:0000-0001-6902-2708,ORCID:0000-0002-7027-8804,3,undirected
ORCID:0000-0001-6902-2708,ORCID:0000-0002-7497-3281,3,undirected
ORCID:0000-0001-6902-2708,ORCID:0000-0002-9226-9693,3,undirected
ORCID:0000-0001-6902-2708,ORCID:0000-0003-1728-7856,3,undirected
ORCID:0000-0001-6905-4443,ORCID:0000-0002-0806-1911,1,undirected
ORCID:0000-0001-6905-4443,ORCID:0000-0002-7684-933X,1,undirected
ORCID:0000-0001-6905-4443,ORCID:0000-0002-8923-9450,1,undirected
ORCID:0000-0001-6914-0309,ORCID:0000-0001-7468-3615,1,undirected
ORCID:0000-0001-6914-0309,ORCID:0000-0003-2241-9913,1,undirected
ORCID:0000-0001-6915-5017,ORCID:0000-0002-0154-0039,1,undirected
ORCID:0000-0001-6915-5017,ORCID:0000-0002-4876-9420,1,undirected
ORCID:0000-0001-6915-5017,ORCID:0000-0002-6363-1382,1,undirected
ORCID:0000-0001-6915-5017,ORCID:0000-0002-8727-1609,1,undirected
ORCID:0000-0001-6915-5017,ORCID:0000-0003-0875-6702,1,undirected
ORCID:0000-0001-6915-5017,ORCID:0000-0003-1191-3238,1,undirected
ORCID:0000-0001-6915-5017,ORCID:0000-0003-1818-2474,1,undirected
ORCID:0000-0001-6915-652X,ORCID:0000-0002-4004-5188,1,undirected
ORCID:0000-0001-6915-652X,ORCID:0000-0002-5068-4688,1,undirected
ORCID:0000-0001-6915-652X,ORCID:0000-0002-6053-5715,1,undirected
ORCID:0000-0001-6915-652X,ORCID:0000-0002-7734-5459,1,undirected
ORCID:0000-0001-6923-8525,ORCID:0000-0001-7572-5936,1,undirected
ORCID:0000-0001-6923-8525,ORCID:0000-0003-0484-4406,1,undirected
ORCID:0000-0001-6924-655X,ORCID:0000-0002-2743-3901,1,undirected
ORCID:0000-0001-6924-655X,ORCID:0000-0003-1357-9042,1,undirected
ORCID:0000-0001-6935-3355,ORCID:0000-0002-9799-7198,1,undirected
ORCID:0000-0001-6935-3355,ORCID:0000-0003-2545-4300,1,undirected
ORCID:0000-0001-6935-5326,ORCID:0000-0001-7382-1051,1,undirected
ORCID:0000-0001-6935-5326,ORCID:0000-0002-2257-3550,1,undirected
ORCID:0000-0001-6935-5326,ORCID:0000-0002-5713-956X,1,undirected
ORCID:0000-0001-6936-7490,ORCID:0000-0001-7777-7756,1,undirected
ORCID:0000-0001-6936-7490,ORCID:0000-0001-8106-5364,1,undirected
ORCID:0000-0001-6937-3508,ORCID:0000-0002-1144-7364,1,undirected
ORCID:0000-0001-6937-3508,ORCID:0000-0002-8240-1486,1,undirected
ORCID:0000-0001-6937-3508,ORCID:0000-0002-9603-9625,1,undirected
ORCID:0000-0001-6937-6610,ORCID:0000-0002-2716-4078,1,undirected
ORCID:0000-0001-6937-6610,ORCID:0000-0002-4250-240X,1,undirected
ORCID:0000-0001-6937-6610,ORCID:0000-0003-4818-549X,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0001-7118-9013,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0001-8278-1442,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0001-8353-3870,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0001-8997-2292,2,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0001-9148-6090,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-0956-0608,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-1373-6338,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-2881-2620,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-3534-8547,2,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-3758-9387,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-3864-2397,2,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-4749-5130,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-5547-9990,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-6238-6397,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-6297-4498,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-6657-3886,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0002-6740-4857,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0003-1046-5322,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0003-1575-0245,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0003-1956-3893,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0003-2188-6747,2,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0003-3514-2255,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0003-3642-6989,1,undirected
ORCID:0000-0001-6937-6995,ORCID:0000-0003-4921-2816,1,undirected
ORCID:0000-0001-6939-4798,ORCID:0000-0001-8278-1442,1,undirected
ORCID:0000-0001-6939-4798,ORCID:0000-0002-0049-1896,1,undirected
ORCID:0000-0001-6939-4798,ORCID:0000-0002-1673-8953,1,undirected
ORCID:0000-0001-6939-4798,ORCID:0000-0003-1775-0249,1,undirected
ORCID:0000-0001-6942-5718,ORCID:0000-0001-8878-8725,1,undirected
ORCID:0000-0001-6942-5718,ORCID:0000-0002-4158-4917,1,undirected
ORCID:0000-0001-6942-5718,ORCID:0000-0003-4485-668X,1,undirected
ORCID:0000-0001-6945-8720,ORCID:0000-0001-7782-7805,1,undirected
ORCID:0000-0001-6945-8720,ORCID:0000-0003-1166-2010,1,undirected
ORCID:0000-0001-6945-8720,ORCID:0000-0003-4467-2717,1,undirected
ORCID:0000-0001-6948-3870,ORCID:0000-0002-6268-065X,1,undirected
ORCID:0000-0001-6948-3870,ORCID:0000-0003-3340-8670,1,undirected
ORCID:0000-0001-6948-3870,ORCID:0009-0008-3868-4010,1,undirected
ORCID:0000-0001-6948-5841,ORCID:0000-0002-7203-2664,1,undirected
ORCID:0000-0001-6948-5841,ORCID:0000-0003-1570-3430,1,undirected
ORCID:0000-0001-6948-5841,ORCID:0000-0003-2808-7382,1,undirected
ORCID:0000-0001-6948-5841,ORCID:0000-0003-3233-5668,1,undirected
ORCID:0000-0001-6951-2678,ORCID:0000-0002-9883-7620,1,undirected
ORCID:0000-0001-6951-4630,ORCID:0000-0001-8139-4360,1,undirected
ORCID:0000-0001-6951-6046,ORCID:0000-0002-4094-3738,1,undirected
ORCID:0000-0001-6951-6046,ORCID:0000-0002-7652-7007,1,undirected
ORCID:0000-0001-6951-7882,ORCID:0000-0002-0747-7544,2,undirected
ORCID:0000-0001-6951-7882,ORCID:0000-0002-6901-7498,1,undirected
ORCID:0000-0001-6952-2120,ORCID:0000-0001-9008-6802,1,undirected
ORCID:0000-0001-6952-2120,ORCID:0000-0002-4915-2553,1,undirected
ORCID:0000-0001-6952-2120,ORCID:0000-0002-8270-3134,1,undirected
ORCID:0000-0001-6954-088X,ORCID:0000-0001-8862-574X,1,undirected
ORCID:0000-0001-6954-088X,ORCID:0000-0003-0981-4855,1,undirected
ORCID:0000-0001-6959-7405,ORCID:0000-0001-9838-0707,1,undirected
ORCID:0000-0001-6959-7405,ORCID:0000-0003-4942-8326,1,undirected
ORCID:0000-0001-6960-9744,ORCID:0000-0002-8249-9575,1,undirected
ORCID:0000-0001-6960-9744,ORCID:0000-0003-1333-0407,1,undirected
ORCID:0000-0001-6961-1801,ORCID:0000-0003-0074-1864,1,undirected
ORCID:0000-0001-6964-6238,ORCID:0000-0002-0621-4814,1,undirected
ORCID:0000-0001-6964-6238,ORCID:0000-0002-6772-4826,3,undirected
ORCID:0000-0001-6964-6238,ORCID:0000-0002-7191-6556,1,undirected
ORCID:0000-0001-6964-6238,ORCID:0000-0002-8484-1821,2,undirected
ORCID:0000-0001-6964-6238,ORCID:0000-0002-8600-5624,1,undirected
ORCID:0000-0001-6964-6238,ORCID:0000-0002-9341-2690,1,undirected
ORCID:0000-0001-6964-6238,ORCID:0000-0003-1576-9210,1,undirected
ORCID:0000-0001-6964-6238,ORCID:0000-0003-3710-2249,1,undirected
ORCID:0000-0001-6969-6657,ORCID:0000-0002-6082-4621,2,undirected
ORCID:0000-0001-6971-0500,ORCID:0000-0002-2496-8900,1,undirected
ORCID:0000-0001-6971-0500,ORCID:0000-0002-7915-1359,2,undirected
ORCID:0000-0001-6971-0500,ORCID:0000-0002-9390-5612,1,undirected
ORCID:0000-0001-6971-0500,ORCID:0000-0003-4693-6069,1,undirected
ORCID:0000-0001-6972-2827,ORCID:0000-0002-1088-5792,1,undirected
ORCID:0000-0001-6972-2827,ORCID:0000-0002-1177-8147,1,undirected
ORCID:0000-0001-6972-5120,ORCID:0000-0002-9878-6368,1,undirected
ORCID:0000-0001-6972-5120,ORCID:0000-0003-0736-4539,1,undirected
ORCID:0000-0001-6974-1673,ORCID:0000-0002-4715-1928,1,undirected
ORCID:0000-0001-6974-1673,ORCID:0000-0002-5089-7755,1,undirected
ORCID:0000-0001-6974-1673,ORCID:0000-0003-1894-1768,1,undirected
ORCID:0000-0001-6974-6423,ORCID:0000-0002-0152-6691,1,undirected
ORCID:0000-0001-6975-9961,ORCID:0000-0002-2608-8982,2,undirected
ORCID:0000-0001-6975-9961,ORCID:0000-0003-0550-2555,2,undirected
ORCID:0000-0001-6976-1703,ORCID:0000-0003-2659-8808,1,undirected
ORCID:0000-0001-6980-8903,ORCID:0000-0002-4908-2321,2,undirected
ORCID:0000-0001-6983-3607,ORCID:0000-0001-8862-5598,1,undirected
ORCID:0000-0001-6983-3607,ORCID:0000-0003-1581-3656,1,undirected
ORCID:0000-0001-6988-3604,ORCID:0000-0002-8226-4637,1,undirected
ORCID:0000-0001-6988-3604,ORCID:0000-0003-0309-2564,1,undirected
ORCID:0000-0001-6988-3604,ORCID:0000-0003-2882-9892,1,undirected
ORCID:0000-0001-6991-1222,ORCID:0000-0003-4268-8512,1,undirected
ORCID:0000-0001-6995-5313,ORCID:0000-0002-3165-4053,1,undirected
ORCID:0000-0001-6995-5313,ORCID:0000-0002-8734-5452,1,undirected
ORCID:0000-0001-6995-5313,ORCID:0000-0003-1363-6895,1,undirected
ORCID:0000-0001-6998-8350,ORCID:0000-0001-8012-4713,3,undirected
ORCID:0000-0001-7001-4406,ORCID:0000-0003-3836-0223,1,undirected
ORCID:0000-0001-7003-9101,ORCID:0000-0001-7702-1123,1,undirected
ORCID:0000-0001-7003-9101,ORCID:0000-0002-0784-2855,1,undirected
ORCID:0000-0001-7004-3549,ORCID:0000-0001-7316-2850,1,undirected
ORCID:0000-0001-7004-3549,ORCID:0000-0001-8248-0017,1,undirected
ORCID:0000-0001-7005-7342,ORCID:0000-0002-0269-9156,1,undirected
ORCID:0000-0001-7008-0139,ORCID:0000-0002-8807-8210,1,undirected
ORCID:0000-0001-7008-0139,ORCID:0000-0002-9700-4520,1,undirected
ORCID:0000-0001-7009-2025,ORCID:0000-0003-4490-4768,1,undirected
ORCID:0000-0001-7009-2025,ORCID:0000-0003-4497-0888,1,undirected
ORCID:0000-0001-7014-8260,ORCID:0000-0001-7936-9123,1,undirected
ORCID:0000-0001-7014-8260,ORCID:0000-0002-1763-1218,1,undirected
ORCID:0000-0001-7014-8260,ORCID:0000-0002-8265-9815,1,undirected
ORCID:0000-0001-7018-2258,ORCID:0000-0001-9812-5116,1,undirected
ORCID:0000-0001-7020-7953,ORCID:0000-0001-8171-175X,1,undirected
ORCID:0000-0001-7028-2136,ORCID:0000-0001-8190-6565,1,undirected
ORCID:0000-0001-7028-2136,ORCID:0000-0003-3120-8755,1,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0001-7875-3481,1,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0001-9861-9781,1,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0002-0444-9038,1,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0002-3655-7543,2,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0002-5424-4268,1,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0002-7027-8804,1,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0002-8713-1972,2,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0002-9226-9693,1,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0002-9509-9650,1,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0002-9736-3048,1,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0003-1728-7856,1,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0003-2610-0045,1,undirected
ORCID:0000-0001-7030-1034,ORCID:0000-0003-4024-3923,1,undirected
ORCID:0000-0001-7030-186X,ORCID:0000-0002-0670-7838,1,undirected
ORCID:0000-0001-7030-186X,ORCID:0000-0002-3559-9506,1,undirected
ORCID:0000-0001-7030-186X,ORCID:0000-0002-8203-4655,1,undirected
ORCID:0000-0001-7034-3672,ORCID:0000-0001-8114-0942,1,undirected
ORCID:0000-0001-7034-3672,ORCID:0000-0002-1101-2010,1,undirected
ORCID:0000-0001-7034-3672,ORCID:0000-0002-1250-1967,1,undirected
ORCID:0000-0001-7034-3672,ORCID:0000-0002-3302-9497,1,undirected
ORCID:0000-0001-7039-789X,ORCID:0000-0001-7086-8356,1,undirected
ORCID:0000-0001-7039-789X,ORCID:0000-0003-4997-5100,1,undirected
ORCID:0000-0001-7040-181X,ORCID:0000-0002-7980-3548,1,undirected
ORCID:0000-0001-7040-181X,ORCID:0000-0002-9959-5643,1,undirected
ORCID:0000-0001-7040-181X,ORCID:0000-0003-3658-969X,1,undirected
ORCID:0000-0001-7041-8259,ORCID:0000-0002-5780-3838,1,undirected
ORCID:0000-0001-7041-8259,ORCID:0000-0002-6164-1165,1,undirected
ORCID:0000-0001-7041-8259,ORCID:0000-0003-3520-1921,1,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0001-7451-511X,1,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0002-0831-5803,1,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0002-1169-1623,1,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0002-1334-6452,1,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0002-4795-9476,1,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0002-8435-5524,1,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0002-8786-9184,5,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0002-8922-3811,1,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0003-0383-5831,1,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0003-1771-8898,1,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0003-1831-9733,1,undirected
ORCID:0000-0001-7043-4793,ORCID:0000-0003-3793-802X,1,undirected
ORCID:0000-0001-7043-796X,ORCID:0000-0003-0491-4275,1,undirected
ORCID:0000-0001-7043-796X,ORCID:0000-0003-2234-3939,1,undirected
ORCID:0000-0001-7044-6890,ORCID:0000-0002-7773-4999,1,undirected
ORCID:0000-0001-7044-6890,ORCID:0000-0002-9009-8552,1,undirected
ORCID:0000-0001-7044-6890,ORCID:0000-0002-9625-419X,1,undirected
ORCID:0000-0001-7044-6890,ORCID:0000-0003-2764-6226,1,undirected
ORCID:0000-0001-7044-6890,ORCID:0000-0003-3322-0539,1,undirected
ORCID:0000-0001-7044-6890,ORCID:0009-0006-8177-8018,1,undirected
ORCID:0000-0001-7046-7296,ORCID:0000-0002-9527-5730,1,undirected
ORCID:0000-0001-7051-3168,ORCID:0000-0002-1336-2727,1,undirected
ORCID:0000-0001-7051-3168,ORCID:0000-0003-3832-3326,1,undirected
ORCID:0000-0001-7052-3606,ORCID:0009-0008-7500-8716,1,undirected
ORCID:0000-0001-7055-7320,ORCID:0000-0002-0187-6309,2,undirected
ORCID:0000-0001-7058-6578,ORCID:0000-0002-7953-4923,1,undirected
ORCID:0000-0001-7058-6578,ORCID:0000-0003-4942-6945,1,undirected
ORCID:0000-0001-7061-3943,ORCID:0000-0001-7952-9246,1,undirected
ORCID:0000-0001-7065-0410,ORCID:0000-0001-8004-3681,1,undirected
ORCID:0000-0001-7065-0410,ORCID:0000-0001-9377-5494,1,undirected
ORCID:0000-0001-7065-0410,ORCID:0000-0002-1844-5994,1,undirected
ORCID:0000-0001-7065-0410,ORCID:0000-0002-2296-5984,1,undirected
ORCID:0000-0001-7065-0410,ORCID:0000-0002-3742-542X,1,undirected
ORCID:0000-0001-7065-0410,ORCID:0000-0002-4906-2515,1,undirected
ORCID:0000-0001-7065-0410,ORCID:0000-0003-0691-2740,1,undirected
ORCID:0000-0001-7065-0410,ORCID:0000-0003-3744-9488,1,undirected
ORCID:0000-0001-7074-4468,ORCID:0000-0002-1842-3226,1,undirected
ORCID:0000-0001-7074-4468,ORCID:0000-0002-3452-5230,1,undirected
ORCID:0000-0001-7077-0172,ORCID:0000-0001-9285-2013,1,undirected
ORCID:0000-0001-7077-0172,ORCID:0000-0001-9708-1596,1,undirected
ORCID:0000-0001-7077-0172,ORCID:0000-0002-2092-0133,1,undirected
ORCID:0000-0001-7077-0172,ORCID:0000-0002-9243-4863,1,undirected
ORCID:0000-0001-7077-0172,ORCID:0000-0003-1883-8971,1,undirected
ORCID:0000-0001-7080-7836,ORCID:0000-0002-7807-3803,1,undirected
ORCID:0000-0001-7080-7836,ORCID:0000-0003-4256-7809,1,undirected
ORCID:0000-0001-7084-0396,ORCID:0000-0002-9594-3575,1,undirected
ORCID:0000-0001-7084-0396,ORCID:0000-0003-1194-5600,1,undirected
ORCID:0000-0001-7084-0396,ORCID:0000-0003-4642-0070,1,undirected
ORCID:0000-0001-7084-0396,ORCID:0000-0003-4766-8094,1,undirected
ORCID:0000-0001-7084-0396,ORCID:0009-0000-7977-3441,1,undirected
ORCID:0000-0001-7084-6763,ORCID:0000-0001-7205-6319,1,undirected
ORCID:0000-0001-7084-6763,ORCID:0000-0001-7212-5185,1,undirected
ORCID:0000-0001-7084-6763,ORCID:0000-0002-2217-3872,1,undirected
ORCID:0000-0001-7084-6763,ORCID:0000-0002-5414-7003,1,undirected
ORCID:0000-0001-7084-6763,ORCID:0000-0002-7278-5332,1,undirected
ORCID:0000-0001-7084-6763,ORCID:0000-0002-8769-2462,1,undirected
ORCID:0000-0001-7084-6763,ORCID:0000-0003-3313-6679,1,undirected
ORCID:0000-0001-7085-2768,ORCID:0000-0002-8566-5516,1,undirected
ORCID:0000-0001-7086-8356,ORCID:0000-0003-4997-5100,1,undirected
ORCID:0000-0001-7094-6502,ORCID:0000-0001-9627-1523,1,undirected
ORCID:0000-0001-7094-6502,ORCID:0000-0002-6314-1455,1,undirected
ORCID:0000-0001-7094-6502,ORCID:0000-0002-7611-742X,1,undirected
ORCID:0000-0001-7095-4078,ORCID:0000-0002-7705-3827,1,undirected
ORCID:0000-0001-7095-4078,ORCID:0000-0002-8386-9136,1,undirected
ORCID:0000-0001-7100-2132,ORCID:0000-0002-2492-8562,1,undirected
ORCID:0000-0001-7102-2600,ORCID:0000-0002-7950-1961,1,undirected
ORCID:0000-0001-7102-2600,ORCID:0000-0003-1130-2357,1,undirected
ORCID:0000-0001-7105-8339,ORCID:0000-0002-5722-9346,1,undirected
ORCID:0000-0001-7105-8339,ORCID:0000-0002-6694-0869,1,undirected
ORCID:0000-0001-7105-8339,ORCID:0000-0003-0328-9105,1,undirected
ORCID:0000-0001-7105-8339,ORCID:0000-0003-2260-1264,1,undirected
ORCID:0000-0001-7107-1330,ORCID:0000-0002-4377-8416,1,undirected
ORCID:0000-0001-7107-1330,ORCID:0000-0002-9773-0813,1,undirected
ORCID:0000-0001-7107-1330,ORCID:0000-0003-0061-9498,1,undirected
ORCID:0000-0001-7107-3360,ORCID:0000-0001-7199-3757,1,undirected
ORCID:0000-0001-7107-3360,ORCID:0000-0001-8535-9597,1,undirected
ORCID:0000-0001-7109-6781,ORCID:0009-0001-0422-9190,1,undirected
ORCID:0000-0001-7110-4841,ORCID:0000-0002-3314-943X,1,undirected
ORCID:0000-0001-7110-4841,ORCID:0000-0002-7223-0054,1,undirected
ORCID:0000-0001-7110-9204,ORCID:0000-0001-7208-1936,1,undirected
ORCID:0000-0001-7110-9204,ORCID:0000-0002-4867-6531,1,undirected
ORCID:0000-0001-7110-9204,ORCID:0000-0002-6591-6525,1,undirected
ORCID:0000-0001-7113-3001,ORCID:0000-0002-8932-8760,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0001-8278-1442,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0001-8353-3870,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0001-8997-2292,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0001-9148-6090,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-0365-286X,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-0956-0608,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-1373-6338,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-2881-2620,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-3534-8547,2,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-3758-9387,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-3864-2397,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-4749-5130,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-5547-9990,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-6238-6397,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-6297-4498,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-6657-3886,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-6740-4857,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0002-8162-8136,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0003-0092-1195,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0003-1046-5322,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0003-1575-0245,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0003-2188-6747,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0003-3514-2255,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0003-3642-6989,1,undirected
ORCID:0000-0001-7118-9013,ORCID:0000-0003-4921-2816,1,undirected
ORCID:0000-0001-7125-6669,ORCID:0000-0001-9848-192X,1,undirected
ORCID:0000-0001-7125-6669,ORCID:0000-0002-1388-3469,1,undirected
ORCID:0000-0001-7125-6669,ORCID:0000-0002-5984-2371,1,undirected
ORCID:0000-0001-7125-6669,ORCID:0000-0002-6617-3954,1,undirected
ORCID:0000-0001-7125-6669,ORCID:0000-0002-7230-6290,1,undirected
ORCID:0000-0001-7127-4365,ORCID:0000-0001-7767-6840,1,undirected
ORCID:0000-0001-7127-4365,ORCID:0000-0001-8226-4365,1,undirected
ORCID:0000-0001-7129-4470,ORCID:0000-0001-8603-5498,1,undirected
ORCID:0000-0001-7129-4470,ORCID:0000-0002-1163-4557,1,undirected
ORCID:0000-0001-7129-4470,ORCID:0000-0003-0393-010X,1,undirected
ORCID:0000-0001-7129-4470,ORCID:0000-0003-2002-4512,1,undirected
ORCID:0000-0001-7135-1201,ORCID:0000-0002-2689-4298,1,undirected
ORCID:0000-0001-7135-1201,ORCID:0000-0002-2821-0064,1,undirected
ORCID:0000-0001-7135-1201,ORCID:0000-0002-4063-6842,1,undirected
ORCID:0000-0001-7135-1201,ORCID:0000-0002-6369-9424,1,undirected
ORCID:0000-0001-7138-0280,ORCID:0000-0002-5791-5434,1,undirected
ORCID:0000-0001-7138-0280,ORCID:0000-0003-3981-600X,1,undirected
ORCID:0000-0001-7145-362X,ORCID:0000-0002-1894-243X,1,undirected
ORCID:0000-0001-7145-362X,ORCID:0000-0002-7522-9403,1,undirected
ORCID:0000-0001-7148-0329,ORCID:0000-0001-7570-6241,1,undirected
ORCID:0000-0001-7148-0329,ORCID:0000-0003-1075-5549,1,undirected
ORCID:0000-0001-7149-3349,ORCID:0000-0002-8874-1385,2,undirected
ORCID:0000-0001-7149-3349,ORCID:0000-0003-3237-2776,2,undirected
ORCID:0000-0001-7159-3067,ORCID:0000-0001-8640-5049,1,undirected
ORCID:0000-0001-7159-4625,ORCID:0000-0001-8753-2680,1,undirected
ORCID:0000-0001-7159-4625,ORCID:0000-0002-3531-5032,1,undirected
ORCID:0000-0001-7159-4625,ORCID:0000-0002-4163-3918,1,undirected
ORCID:0000-0001-7159-4625,ORCID:0000-0002-8130-203X,1,undirected
ORCID:0000-0001-7159-4625,ORCID:0000-0002-8434-6046,1,undirected
ORCID:0000-0001-7159-4625,ORCID:0000-0003-2711-3737,1,undirected
ORCID:0000-0001-7159-4625,ORCID:0000-0003-2721-4407,1,undirected
ORCID:0000-0001-7159-4625,ORCID:0000-0003-2859-9732,2,undirected
ORCID:0000-0001-7159-4625,ORCID:0000-0003-3545-6561,1,undirected
ORCID:0000-0001-7159-4625,ORCID:0000-0003-4886-7482,1,undirected
ORCID:0000-0001-7160-4862,ORCID:0000-0001-8170-7179,2,undirected
ORCID:0000-0001-7160-4862,ORCID:0000-0001-8880-7527,1,undirected
ORCID:0000-0001-7160-4862,ORCID:0000-0002-6673-319X,1,undirected
ORCID:0000-0001-7162-4898,ORCID:0000-0002-2609-9083,1,undirected
ORCID:0000-0001-7162-4898,ORCID:0000-0002-6755-2315,1,undirected
ORCID:0000-0001-7162-4898,ORCID:0000-0003-1134-5971,1,undirected
