OriginalPersonID,GlobalPersonID,AuthorFullName,Orcid,OpenAlexAuthorIDs
ORCID:0000-0002-2691-640X,ORCID:0000-0002-2691-640X,"GAIL, S. GOODMAN",https://orcid.org/0000-0002-2691-640X,https://openalex.org/A5074112082
ORCID:0000-0002-2692-5082,ORCID:0000-0002-2692-5082,"LENKA, MOCOVA",https://orcid.org/0000-0002-2692-5082,https://openalex.org/A5077459866
ORCID:0000-0002-2697-4669,ORCID:0000-0002-2697-4669,"CINDY, YUNHSIN CHOU",https://orcid.org/0000-0002-2697-4669,https://openalex.org/A5021917536
ORCID:0000-0002-2700-1869,ORCID:0000-0002-2700-1869,"JOHN, EGAN",https://orcid.org/0000-0002-2700-1869,https://openalex.org/A5102856697
ORCID:0000-0002-2700-2204,ORCID:0000-0002-2700-2204,"PETER, KERKHOF",https://orcid.org/0000-0002-2700-2204,https://openalex.org/A5064403166
ORCID:0000-0002-2701-7852,ORCID:0000-0002-2701-7852,"EKATERINA, NEMKOVA",https://orcid.org/0000-0002-2701-7852,https://openalex.org/A5052138497
ORCID:0000-0002-2704-0542,ORCID:0000-0002-2704-0542,"DINAR, KALE",https://orcid.org/0000-0002-2704-0542,https://openalex.org/A5018182968
ORCID:0000-0002-2708-166X,ORCID:0000-0002-2708-166X,"JAMES, A. CUNNINGHAM",https://orcid.org/0000-0002-2708-166X,https://openalex.org/A5050619268
ORCID:0000-0002-2709-1008,ORCID:0000-0002-2709-1008,"JOHN, KITCHING",https://orcid.org/0000-0002-2709-1008,https://openalex.org/A5025070644
ORCID:0000-0002-2714-4958,ORCID:0000-0002-2714-4958,"SHIVAM, GUPTA",https://orcid.org/0000-0002-2714-4958,https://openalex.org/A5023290544
ORCID:0000-0002-2716-4078,ORCID:0000-0002-2716-4078,"ELIZABETH, STRUTZEL",https://orcid.org/0000-0002-2716-4078,https://openalex.org/A5025369751
ORCID:0000-0002-2718-5426,ORCID:0000-0002-2718-5426,"LUCA, LONGO",https://orcid.org/0000-0002-2718-5426,https://openalex.org/A5024458365
ORCID:0000-0002-2719-5384,ORCID:0000-0002-2719-5384,"ABAGAIL, MCWILLIAMS",https://orcid.org/0000-0002-2719-5384,https://openalex.org/A5047023919
ORCID:0000-0002-2722-9126,ORCID:0000-0002-2722-9126,"MATTHEW, O’HERN",https://orcid.org/0000-0002-2722-9126,https://openalex.org/A5051510401
ORCID:0000-0002-2724-4027,ORCID:0000-0002-2724-4027,"ALI, ZAMANI BABGOHARI",https://orcid.org/0000-0002-2724-4027,https://openalex.org/A5047045039
ORCID:0000-0002-2725-0451,ORCID:0000-0002-2725-0451,"XIANGYU, MENG",https://orcid.org/0000-0002-2725-0451,https://openalex.org/A5101798901
ORCID:0000-0002-2728-3827,ORCID:0000-0002-2728-3827,"RUIQI, WEI",https://orcid.org/0000-0002-2728-3827,https://openalex.org/A5067222013
ORCID:0000-0002-2729-7436,ORCID:0000-0002-2729-7436,"FREDERIC, DUFAYS",https://orcid.org/0000-0002-2729-7436,https://openalex.org/A5027448758
ORCID:0000-0002-2730-2469,ORCID:0000-0002-2730-2469,"FRANCOIS, COALLIER",https://orcid.org/0000-0002-2730-2469,https://openalex.org/A5042368877
ORCID:0000-0002-2731-2261,ORCID:0000-0002-2731-2261,"KAYLEIGH, WATSON",https://orcid.org/0000-0002-2731-2261,https://openalex.org/A5089213063
ORCID:0000-0002-2731-5139,ORCID:0000-0002-2731-5139,"FARISS‐TERRY, MOUSA",https://orcid.org/0000-0002-2731-5139,https://openalex.org/A5020015074
ORCID:0000-0002-2736-8011,ORCID:0000-0002-2736-8011,"YAOBIN, LU",https://orcid.org/0000-0002-2736-8011,https://openalex.org/A5064021075
ORCID:0000-0002-2737-311X,ORCID:0000-0002-2737-311X,"ANGELA, MARTINEZ DY",https://orcid.org/0000-0002-2737-311X,https://openalex.org/A5063896849
ORCID:0000-0002-2738-4900,ORCID:0000-0002-2738-4900,"YONGSEOK, JANG",https://orcid.org/0000-0002-2738-4900,https://openalex.org/A5059664077
ORCID:0000-0002-2739-4228,ORCID:0000-0002-2739-4228,ROBI POLIKAR,https://orcid.org/0000-0002-2739-4228,
ORCID:0000-0002-2740-4342,ORCID:0000-0002-2740-4342,"NANCY, MCINTYRE",https://orcid.org/0000-0002-2740-4342,https://openalex.org/A5006896382
ORCID:0000-0002-2743-3901,ORCID:0000-0002-2743-3901,"NELSON, OLY NDUBISI",https://orcid.org/0000-0002-2743-3901,https://openalex.org/A5055434021
ORCID:0000-0002-2747-1430,ORCID:0000-0002-2747-1430,"RICHA, CHAUDHARY",https://orcid.org/0000-0002-2747-1430,https://openalex.org/A5066320888
ORCID:0000-0002-2748-0150,ORCID:0000-0002-2748-0150,"WILL, MITCHELL",https://orcid.org/0000-0002-2748-0150,https://openalex.org/A5071560736
ORCID:0000-0002-2748-4282,ORCID:0000-0002-2748-4282,"ANTONIO, K.W. LAU",https://orcid.org/0000-0002-2748-4282,https://openalex.org/A5091654186
ORCID:0000-0002-2750-8029,ORCID:0000-0002-2750-8029,"YANG, TANG",https://orcid.org/0000-0002-2750-8029,https://openalex.org/A5028570509
ORCID:0000-0002-2755-9221,ORCID:0000-0002-2755-9221,"DAVID, GILBERT",https://orcid.org/0000-0002-2755-9221,https://openalex.org/A5083856729
ORCID:0000-0002-2757-0973,ORCID:0000-0002-2757-0973,"CARSTEN, BAUMGARTH",https://orcid.org/0000-0002-2757-0973,https://openalex.org/A5024028022
ORCID:0000-0002-2759-000X,ORCID:0000-0002-2759-000X,"N., ANDREW PETERSON",https://orcid.org/0000-0002-2759-000X,https://openalex.org/A5041586821
ORCID:0000-0002-2759-2515,ORCID:0000-0002-2759-2515,"IZHAR, OPLATKA",https://orcid.org/0000-0002-2759-2515,https://openalex.org/A5017765027
ORCID:0000-0002-2759-6807,ORCID:0000-0002-2759-6807,DIRK BERG‐SCHLOSSER,https://orcid.org/0000-0002-2759-6807,
ORCID:0000-0002-2763-3989,ORCID:0000-0002-2763-3989,"KELD, LAURSEN",https://orcid.org/0000-0002-2763-3989,https://openalex.org/A5044791619
ORCID:0000-0002-2768-185X,ORCID:0000-0002-2768-185X,"STEPHANIE, M. MANGUS",https://orcid.org/0000-0002-2768-185X,https://openalex.org/A5047590604
ORCID:0000-0002-2774-2659,ORCID:0000-0002-2774-2659,"MOHD, HELMI ALI",https://orcid.org/0000-0002-2774-2659,https://openalex.org/A5101873496
ORCID:0000-0002-2775-6161,ORCID:0000-0002-2775-6161,"ADNANE, MAALAOUI",https://orcid.org/0000-0002-2775-6161,https://openalex.org/A5035399050
ORCID:0000-0002-2778-3338,ORCID:0000-0002-2778-3338,LIANG HAN,https://orcid.org/0000-0002-2778-3338,
ORCID:0000-0002-2782-6588,ORCID:0000-0002-2782-6588,"MARIO, SERGIO TEIXEIRA",https://orcid.org/0000-0002-2782-6588,https://openalex.org/A5089011189
ORCID:0000-0002-2785-5944,ORCID:0000-0002-2785-5944,"GRACIELA, KUECHLE",https://orcid.org/0000-0002-2785-5944,https://openalex.org/A5030805204
ORCID:0000-0002-2788-7284,ORCID:0000-0002-2788-7284,"SAIMA, SALEEM",https://orcid.org/0000-0002-2788-7284,https://openalex.org/A5005695392
ORCID:0000-0002-2791-3315,ORCID:0000-0002-2791-3315,"ANDREAS, WALMSLEY",https://orcid.org/0000-0002-2791-3315,https://openalex.org/A5019541926
ORCID:0000-0002-2791-5660,ORCID:0000-0002-2791-5660,"HENRIK, HAGTVEDT",https://orcid.org/0000-0002-2791-5660,https://openalex.org/A5086421073
ORCID:0000-0002-2791-9864,ORCID:0000-0002-2791-9864,"VJOLLCA, VISOKA HASANI",https://orcid.org/0000-0002-2791-9864,https://openalex.org/A5077533014
ORCID:0000-0002-2794-5915,ORCID:0000-0002-2794-5915,MEHDI GHAZANFARI,https://orcid.org/0000-0002-2794-5915,
ORCID:0000-0002-2794-8534,ORCID:0000-0002-2794-8534,"PIERRE, BENCKENDORFF",https://orcid.org/0000-0002-2794-8534,https://openalex.org/A5035410127
ORCID:0000-0002-2799-5947,ORCID:0000-0002-2799-5947,"RUTH, RETTIE",https://orcid.org/0000-0002-2799-5947,https://openalex.org/A5045020521
ORCID:0000-0002-2806-4247,ORCID:0000-0002-2806-4247,"ARMINDA, PACO",https://orcid.org/0000-0002-2806-4247,https://openalex.org/A5019238801
ORCID:0000-0002-2809-2467,ORCID:0000-0002-2809-2467,"TARUN, KUSHWAHA",https://orcid.org/0000-0002-2809-2467,https://openalex.org/A5103207199
ORCID:0000-0002-2810-4720,ORCID:0000-0002-2810-4720,"MARK, W. GILMAN",https://orcid.org/0000-0002-2810-4720,https://openalex.org/A5001234825
ORCID:0000-0002-2812-2419,ORCID:0000-0002-2812-2419,"JAMES, GASKIN",https://orcid.org/0000-0002-2812-2419,https://openalex.org/A5027277625
ORCID:0000-0002-2812-2857,ORCID:0000-0002-2812-2857,"HASSAN, SALEH AL-DHAAFRI",https://orcid.org/0000-0002-2812-2857,https://openalex.org/A5066459295
ORCID:0000-0002-2812-916X,ORCID:0000-0002-2812-916X,"MICHAEL, T. FRENCH",https://orcid.org/0000-0002-2812-916X,https://openalex.org/A5000408918
ORCID:0000-0002-2818-3748,ORCID:0000-0002-2818-3748,"KEXIN, ZHAO",https://orcid.org/0000-0002-2818-3748,https://openalex.org/A5101508295
ORCID:0000-0002-2821-0064,ORCID:0000-0002-2821-0064,"QI, WANG",https://orcid.org/0000-0002-2821-0064,https://openalex.org/A5054379544
ORCID:0000-0002-2823-8497,ORCID:0000-0002-2823-8497,PAVEL BACHMANN,https://orcid.org/0000-0002-2823-8497,
ORCID:0000-0002-2830-8096,ORCID:0000-0002-2830-8096,"WEIWEN, LI",https://orcid.org/0000-0002-2830-8096,https://openalex.org/A5101940353
ORCID:0000-0002-2833-338X,ORCID:0000-0002-2833-338X,"JING, SUN",https://orcid.org/0000-0002-2833-338X,https://openalex.org/A5018739707
ORCID:0000-0002-2833-7647,ORCID:0000-0002-2833-7647,"SHAHEEN, MANSORI",https://orcid.org/0000-0002-2833-7647,https://openalex.org/A5017888794
ORCID:0000-0002-2833-9642,ORCID:0000-0002-2833-9642,"GREGORY, KRUSE",https://orcid.org/0000-0002-2833-9642,https://openalex.org/A5088865428
ORCID:0000-0002-2834-0993,ORCID:0000-0002-2834-0993,THOMAS ZEITZOFF,https://orcid.org/0000-0002-2834-0993,
ORCID:0000-0002-2834-4871,ORCID:0000-0002-2834-4871,"ALISON, DAWSON",https://orcid.org/0000-0002-2834-4871,https://openalex.org/A5089367773
ORCID:0000-0002-2835-1377,ORCID:0000-0002-2835-1377,"DAVID, L. OLSON",https://orcid.org/0000-0002-2835-1377,https://openalex.org/A5044129236
ORCID:0000-0002-2837-5045,ORCID:0000-0002-2837-5045,"ALICE, CHANG‐RICHARDS",https://orcid.org/0000-0002-2837-5045,https://openalex.org/A5018323344
ORCID:0000-0002-2841-5879,ORCID:0000-0002-2841-5879,MIKA MANTYLA,https://orcid.org/0000-0002-2841-5879,
ORCID:0000-0002-2841-7022,ORCID:0000-0002-2841-7022,"O., C. FERRELL",https://orcid.org/0000-0002-2841-7022,https://openalex.org/A5018656942
ORCID:0000-0002-2842-218X,ORCID:0000-0002-2842-218X,"EDWARD, P. MARKOWSKI",https://orcid.org/0000-0002-2842-218X,https://openalex.org/A5006742307
ORCID:0000-0002-2842-6359,ORCID:0000-0002-2842-6359,"FREDERIC, LE ROY",https://orcid.org/0000-0002-2842-6359,https://openalex.org/A5103211989
ORCID:0000-0002-2843-4092,ORCID:0000-0002-2843-4092,"PAUL, STUART",https://orcid.org/0000-0002-2843-4092,https://openalex.org/A5100840507
ORCID:0000-0002-2846-1576,ORCID:0000-0002-2846-1576,PAUL SCHARRE,https://orcid.org/0000-0002-2846-1576,
ORCID:0000-0002-2847-2152,ORCID:0000-0002-2847-2152,"PETER, KIESEBERG",https://orcid.org/0000-0002-2847-2152,https://openalex.org/A5064355276
ORCID:0000-0002-2847-6196,ORCID:0000-0002-2847-6196,"JOHN, L. THOMPSON",https://orcid.org/0000-0002-2847-6196,https://openalex.org/A5056668579
ORCID:0000-0002-2851-7058,ORCID:0000-0002-2851-7058,"ROHIT, RAJ",https://orcid.org/0000-0002-2851-7058,https://openalex.org/A5034048776
ORCID:0000-0002-2854-3328,ORCID:0000-0002-2854-3328,"JOSE, FERNANDO LOPEZ-MUNOZ",https://orcid.org/0000-0002-2854-3328,https://openalex.org/A5076726255
ORCID:0000-0002-2856-9608,ORCID:0000-0002-2856-9608,"D., K. RAY",https://orcid.org/0000-0002-2856-9608,https://openalex.org/A5081265696
ORCID:0000-0002-2858-0233,ORCID:0000-0002-2858-0233,"NATALIA, LEVINA",https://orcid.org/0000-0002-2858-0233,https://openalex.org/A5012518928
ORCID:0000-0002-2863-2371,ORCID:0000-0002-2863-2371,"QINGJIU, TOM TAO",https://orcid.org/0000-0002-2863-2371,https://openalex.org/A5006211492
ORCID:0000-0002-2869-9752,ORCID:0000-0002-2869-9752,"DAVID, GLICK",https://orcid.org/0000-0002-2869-9752,https://openalex.org/A5060157106
ORCID:0000-0002-2874-9991,ORCID:0000-0002-2874-9991,"MARK, DURKIN",https://orcid.org/0000-0002-2874-9991,https://openalex.org/A5065418429
ORCID:0000-0002-2876-7671,ORCID:0000-0002-2876-7671,"KRISTINA, KLEIN",https://orcid.org/0000-0002-2876-7671,https://openalex.org/A5006592642
ORCID:0000-0002-2877-9891,ORCID:0000-0002-2877-9891,"HANNAH, S. LEE",https://orcid.org/0000-0002-2877-9891,https://openalex.org/A5066829364
ORCID:0000-0002-2877-9939,ORCID:0000-0002-2877-9939,"PAOLA, DUBINI",https://orcid.org/0000-0002-2877-9939,https://openalex.org/A5047693499
ORCID:0000-0002-2878-5271,ORCID:0000-0002-2878-5271,"NUTTAPON, KASSAKORN",https://orcid.org/0000-0002-2878-5271,https://openalex.org/A5018762880
ORCID:0000-0002-2880-0697,ORCID:0000-0002-2880-0697,"MARCIA, D. MUNDT",https://orcid.org/0000-0002-2880-0697,https://openalex.org/A5019376758
ORCID:0000-0002-2880-5009,ORCID:0000-0002-2880-5009,"FRANCESCA, CABIDDU",https://orcid.org/0000-0002-2880-5009,https://openalex.org/A5042746859
ORCID:0000-0002-2881-2620,ORCID:0000-0002-2881-2620,"ALI, ABDALLAH ALALWAN",https://orcid.org/0000-0002-2881-2620,https://openalex.org/A5052418412
ORCID:0000-0002-2884-1720,ORCID:0000-0002-2884-1720,"S., DOUGLAS PUGH",https://orcid.org/0000-0002-2884-1720,https://openalex.org/A5010050176
ORCID:0000-0002-2888-6363,ORCID:0000-0002-2888-6363,LILIA MONCERRATE VILLACIS ZAMBRANO,https://orcid.org/0000-0002-2888-6363,
ORCID:0000-0002-2891-3819,ORCID:0000-0002-2891-3819,"SONICA, RAUTELA",https://orcid.org/0000-0002-2891-3819,https://openalex.org/A5034942805
ORCID:0000-0002-2893-0213,ORCID:0000-0002-2893-0213,"MATT, C. HOWARD",https://orcid.org/0000-0002-2893-0213,https://openalex.org/A5016698427
ORCID:0000-0002-2894-1844,ORCID:0000-0002-2894-1844,"VARUN, GROVER",https://orcid.org/0000-0002-2894-1844,https://openalex.org/A5068013432
ORCID:0000-0002-2896-3189,ORCID:0000-0002-2896-3189,"LUCILLE, POINTER",https://orcid.org/0000-0002-2896-3189,https://openalex.org/A5052835835
ORCID:0000-0002-2896-6443,ORCID:0000-0002-2896-6443,SHAMSA KANWAL,https://orcid.org/0000-0002-2896-6443,
ORCID:0000-0002-2897-0389,ORCID:0000-0002-2897-0389,"MARC, K. PETER",https://orcid.org/0000-0002-2897-0389,https://openalex.org/A5070649670
ORCID:0000-0002-2898-8036,ORCID:0000-0002-2898-8036,"ANDREW, GROSS",https://orcid.org/0000-0002-2898-8036,https://openalex.org/A5067483848
ORCID:0000-0002-2898-9995,ORCID:0000-0002-2898-9995,"ANNIKA, SKOGLUND",https://orcid.org/0000-0002-2898-9995,https://openalex.org/A5009305522
ORCID:0000-0002-2899-8592,ORCID:0000-0002-2899-8592,"JERAYR, HALEBLIAN",https://orcid.org/0000-0002-2899-8592,https://openalex.org/A5061476857
ORCID:0000-0002-2906-787X,ORCID:0000-0002-2906-787X,"GLENN, B. VOSS",https://orcid.org/0000-0002-2906-787X,https://openalex.org/A5006778611
ORCID:0000-0002-2907-9133,ORCID:0000-0002-2907-9133,"MARCOS, FERASSO",https://orcid.org/0000-0002-2907-9133,https://openalex.org/A5013842307
ORCID:0000-0002-2910-6541,ORCID:0000-0002-2910-6541,"MARCOS, KOMODROMOS",https://orcid.org/0000-0002-2910-6541,https://openalex.org/A5059847554
ORCID:0000-0002-2912-4563,ORCID:0000-0002-2912-4563,"ADESHINA, OLUSHOLA ADENIYI",https://orcid.org/0000-0002-2912-4563,https://openalex.org/A5073594278
ORCID:0000-0002-2914-8063,ORCID:0000-0002-2914-8063,"DAVID, MARTIN",https://orcid.org/0000-0002-2914-8063,https://openalex.org/A5101584545
ORCID:0000-0002-2917-1781,ORCID:0000-0002-2917-1781,"MICHAEL, G. PRATT",https://orcid.org/0000-0002-2917-1781,https://openalex.org/A5081867610
ORCID:0000-0002-2918-0020,ORCID:0000-0002-2918-0020,"SEPPO, LEMINEN",https://orcid.org/0000-0002-2918-0020,https://openalex.org/A5049393398
ORCID:0000-0002-2923-3575,ORCID:0000-0002-2923-3575,"KASHIF, HUSSAIN",https://orcid.org/0000-0002-2923-3575,https://openalex.org/A5050230692
ORCID:0000-0002-2923-5423,ORCID:0000-0002-2923-5423,"WERNER, BONTE",https://orcid.org/0000-0002-2923-5423,https://openalex.org/A5009794080
ORCID:0000-0002-2926-8284,ORCID:0000-0002-2926-8284,"EL’FRED, BOO",https://orcid.org/0000-0002-2926-8284,https://openalex.org/A5057465683
ORCID:0000-0002-2937-7923,ORCID:0000-0002-2937-7923,"ALEXANDER, MCKELVIE",https://orcid.org/0000-0002-2937-7923,https://openalex.org/A5009620639
ORCID:0000-0002-2946-8577,ORCID:0000-0002-2946-8577,"PAUL, K. EDWARDS",https://orcid.org/0000-0002-2946-8577,https://openalex.org/A5104356312
ORCID:0000-0002-2947-5822,ORCID:0000-0002-2947-5822,"D., HARRISON MCKNIGHT",https://orcid.org/0000-0002-2947-5822,https://openalex.org/A5072719957
ORCID:0000-0002-2950-9666,ORCID:0000-0002-2950-9666,"ASNAN, FURINTO",https://orcid.org/0000-0002-2950-9666,https://openalex.org/A5010930353
ORCID:0000-0002-2951-705X,ORCID:0000-0002-2951-705X,"ROBERT, WILTBANK",https://orcid.org/0000-0002-2951-705X,https://openalex.org/A5082636012
ORCID:0000-0002-2961-7026,ORCID:0000-0002-2961-7026,"AGUS, ZAINUL ARIFIN",https://orcid.org/0000-0002-2961-7026,https://openalex.org/A5113793327
ORCID:0000-0002-2962-2159,ORCID:0000-0002-2962-2159,"ROBERTO, MORA CORTEZ",https://orcid.org/0000-0002-2962-2159,https://openalex.org/A5022858294
ORCID:0000-0002-2964-5713,ORCID:0000-0002-2964-5713,"CARMEN, M. FELIPE",https://orcid.org/0000-0002-2964-5713,https://openalex.org/A5083520405
ORCID:0000-0002-2968-4026,ORCID:0000-0002-2968-4026,"JO�AO, M. LOPES",https://orcid.org/0000-0002-2968-4026,https://openalex.org/A5077234505
ORCID:0000-0002-2969-3846,ORCID:0000-0002-2969-3846,"SHAFAF, IBRAHIM",https://orcid.org/0000-0002-2969-3846,https://openalex.org/A5085147010
ORCID:0000-0002-2971-6219,ORCID:0000-0002-2971-6219,DAVID MARTIN,https://orcid.org/0000-0002-2971-6219,
ORCID:0000-0002-2974-6434,ORCID:0000-0002-2974-6434,"MARLYS, K. CHRISTIANSON",https://orcid.org/0000-0002-2974-6434,https://openalex.org/A5055024339
ORCID:0000-0002-2977-9869,ORCID:0000-0002-2977-9869,"JOHAN, MAES",https://orcid.org/0000-0002-2977-9869,https://openalex.org/A5091565116
ORCID:0000-0002-2978-7500,ORCID:0000-0002-2978-7500,"AAMIR, HAYAT",https://orcid.org/0000-0002-2978-7500,https://openalex.org/A5048188578
ORCID:0000-0002-2982-7971,ORCID:0000-0002-2982-7971,"DEBASIS, PRADHAN",https://orcid.org/0000-0002-2982-7971,https://openalex.org/A5088820767
ORCID:0000-0002-2982-9547,ORCID:0000-0002-2982-9547,"THOMAS, GRUEN",https://orcid.org/0000-0002-2982-9547,https://openalex.org/A5074494979
ORCID:0000-0002-2982-9651,ORCID:0000-0002-2982-9651,"PER, SKALEN",https://orcid.org/0000-0002-2982-9651,https://openalex.org/A5050078106
ORCID:0000-0002-2984-3605,ORCID:0000-0002-2984-3605,"DIANA, SARI",https://orcid.org/0000-0002-2984-3605,https://openalex.org/A5021306802
ORCID:0000-0002-2984-7374,ORCID:0000-0002-2984-7374,D. K. SINGH,https://orcid.org/0000-0002-2984-7374,
ORCID:0000-0002-2991-846X,ORCID:0000-0002-2991-846X,"LISA, K. SCHEER",https://orcid.org/0000-0002-2991-846X,https://openalex.org/A5059390677
ORCID:0000-0002-2993-0813,ORCID:0000-0002-2993-0813,ELIZABETH LEVIN,https://orcid.org/0000-0002-2993-0813,
ORCID:0000-0002-2996-6381,ORCID:0000-0002-2996-6381,PREMKUMAR RAJAGOPAL,https://orcid.org/0000-0002-2996-6381,
ORCID:0000-0002-3002-0040,ORCID:0000-0002-3002-0040,ASHLEY TEEDZWI MUTEZO,https://orcid.org/0000-0002-3002-0040,
ORCID:0000-0002-3002-1481,ORCID:0000-0002-3002-1481,"DAN, LI",https://orcid.org/0000-0002-3002-1481,https://openalex.org/A5100380714
ORCID:0000-0002-3002-6178,ORCID:0000-0002-3002-6178,EMMANUEL KUSI APPIAH,https://orcid.org/0000-0002-3002-6178,
ORCID:0000-0002-3003-2578,ORCID:0000-0002-3003-2578,"DAVID, B. BALKIN",https://orcid.org/0000-0002-3003-2578,https://openalex.org/A5016146388
ORCID:0000-0002-3004-7630,ORCID:0000-0002-3004-7630,"JAMES, REVELEY",https://orcid.org/0000-0002-3004-7630,https://openalex.org/A5070179065
ORCID:0000-0002-3005-8946,ORCID:0000-0002-3005-8946,"KUSHAGRA, KULSHRESHTHA",https://orcid.org/0000-0002-3005-8946,https://openalex.org/A5041324061
ORCID:0000-0002-3008-348X,ORCID:0000-0002-3008-348X,"PIA, ARENIUS",https://orcid.org/0000-0002-3008-348X,https://openalex.org/A5015794501
ORCID:0000-0002-3008-7472,ORCID:0000-0002-3008-7472,"BARBARA, O’BRIEN",https://orcid.org/0000-0002-3008-7472,https://openalex.org/A5047219576
ORCID:0000-0002-3009-9537,ORCID:0000-0002-3009-9537,"ADEL, SPOTIN",https://orcid.org/0000-0002-3009-9537,https://openalex.org/A5058470494
ORCID:0000-0002-3010-2943,ORCID:0000-0002-3010-2943,"JONG‐HO, LEE",https://orcid.org/0000-0002-3010-2943,https://openalex.org/A5100423371
ORCID:0000-0002-3010-2951,ORCID:0000-0002-3010-2951,VINOD SHARMA,https://orcid.org/0000-0002-3010-2951,
ORCID:0000-0002-3011-2607,ORCID:0000-0002-3011-2607,CRISTINA CRUZ,https://orcid.org/0000-0002-3011-2607,
ORCID:0000-0002-3012-5926,ORCID:0000-0002-3012-5926,"ERIC, YANFEI ZHAO",https://orcid.org/0000-0002-3012-5926,https://openalex.org/A5030306558
ORCID:0000-0002-3016-5354,ORCID:0000-0002-3016-5354,"AD, DE JONG",https://orcid.org/0000-0002-3016-5354,https://openalex.org/A5034840682
ORCID:0000-0002-3026-2613,ORCID:0000-0002-3026-2613,"JEREMY, C. SHORT",https://orcid.org/0000-0002-3026-2613,https://openalex.org/A5032726685
ORCID:0000-0002-3030-6874,ORCID:0000-0002-3030-6874,"BARUCH, FISCHHOFF",https://orcid.org/0000-0002-3030-6874,https://openalex.org/A5077250901
ORCID:0000-0002-3030-7738,ORCID:0000-0002-3030-7738,"JESSE, KING",https://orcid.org/0000-0002-3030-7738,https://openalex.org/A5003871131
ORCID:0000-0002-3030-8474,ORCID:0000-0002-3030-8474,"JOSE, HUMBERTO ABLANEDO‐ROSAS",https://orcid.org/0000-0002-3030-8474,https://openalex.org/A5068601334
ORCID:0000-0002-3031-5906,ORCID:0000-0002-3031-5906,"GARETH, JAMES",https://orcid.org/0000-0002-3031-5906,https://openalex.org/A5028919793
ORCID:0000-0002-3035-4470,ORCID:0000-0002-3035-4470,CATHERINE ZIMMER,https://orcid.org/0000-0002-3035-4470,
ORCID:0000-0002-3044-2833,ORCID:0000-0002-3044-2833,SANDIAGA SALAHUDDIN UNO,https://orcid.org/0000-0002-3044-2833,
ORCID:0000-0002-3045-0980,ORCID:0000-0002-3045-0980,"MARIA, TERESA MENDEZ PICAZO",https://orcid.org/0000-0002-3045-0980,https://openalex.org/A5068441930
ORCID:0000-0002-3053-5941,ORCID:0000-0002-3053-5941,ALAN SIMON,https://orcid.org/0000-0002-3053-5941,
ORCID:0000-0002-3054-0767,ORCID:0000-0002-3054-0767,"IRENE, KAMBERIDOU",https://orcid.org/0000-0002-3054-0767,https://openalex.org/A5016066045
ORCID:0000-0002-3062-9665,ORCID:0000-0002-3062-9665,TANIA ELENA GONZALEZ ALVARADO,https://orcid.org/0000-0002-3062-9665,
ORCID:0000-0002-3063-275X,ORCID:0000-0002-3063-275X,"ENRICO, BUNDE",https://orcid.org/0000-0002-3063-275X,https://openalex.org/A5060934949
ORCID:0000-0002-3068-2669,ORCID:0000-0002-3068-2669,"ANNE, MARIE MCCARTHY",https://orcid.org/0000-0002-3068-2669,https://openalex.org/A5049388981
ORCID:0000-0002-3068-7910,ORCID:0000-0002-3068-7910,"STEPHEN, GRAHAM SAUNDERS",https://orcid.org/0000-0002-3068-7910,https://openalex.org/A5078093552
ORCID:0000-0002-3071-4704,ORCID:0000-0002-3071-4704,"SAMUEL, AKWASI FRIMPONG",https://orcid.org/0000-0002-3071-4704,https://openalex.org/A5018179087
ORCID:0000-0002-3072-8081,ORCID:0000-0002-3072-8081,"BARBARA, GROSS",https://orcid.org/0000-0002-3072-8081,https://openalex.org/A5086233941
ORCID:0000-0002-3073-8351,ORCID:0000-0002-3073-8351,"JONATHAN, LEVIE",https://orcid.org/0000-0002-3073-8351,https://openalex.org/A5015655090
ORCID:0000-0002-3076-2976,ORCID:0000-0002-3076-2976,"SAMI, KAJALO",https://orcid.org/0000-0002-3076-2976,https://openalex.org/A5020917654
ORCID:0000-0002-3076-3629,ORCID:0000-0002-3076-3629,"PAULINE, MACLARAN",https://orcid.org/0000-0002-3076-3629,https://openalex.org/A5037333056
ORCID:0000-0002-3076-7785,ORCID:0000-0002-3076-7785,ART WEINSTEIN,https://orcid.org/0000-0002-3076-7785,
ORCID:0000-0002-3079-5989,ORCID:0000-0002-3079-5989,TIMOTHY K. OUMAR,https://orcid.org/0000-0002-3079-5989,
ORCID:0000-0002-3080-8292,ORCID:0000-0002-3080-8292,"LORNA, STEVENS",https://orcid.org/0000-0002-3080-8292,https://openalex.org/A5041690200
ORCID:0000-0002-3082-9974,ORCID:0000-0002-3082-9974,"DENNIS, K. ORTHNER",https://orcid.org/0000-0002-3082-9974,https://openalex.org/A5077052694
ORCID:0000-0002-3083-3105,ORCID:0000-0002-3083-3105,"SVEINN, VIDAR GUDMUNDSSON",https://orcid.org/0000-0002-3083-3105,https://openalex.org/A5029120591
ORCID:0000-0002-3084-5042,ORCID:0000-0002-3084-5042,"GERT, HUMAN",https://orcid.org/0000-0002-3084-5042,https://openalex.org/A5082697764
ORCID:0000-0002-3084-8972,ORCID:0000-0002-3084-8972,D.G. BRIAN JONES,https://orcid.org/0000-0002-3084-8972,
ORCID:0000-0002-3085-5486,ORCID:0000-0002-3085-5486,"CATALINA-IONELA, REZEANU",https://orcid.org/0000-0002-3085-5486,https://openalex.org/A5039519615
