SR,SR_ref
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","WANG Z, 2023"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","WOJTCZUK‐TUREK A, 2016"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","YASIN R, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","YE P, 2022"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","YE X, 2020, MANAG DECIS"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","YUSLIZA M, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ZHANG Z, 2022"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ZHAO S, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ZULFIQAR S, 2022, KYBERNETES"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","CHIN W, 2003, INFORM SYST RES"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ESCRIBÁ-CARDA N, 2023"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","FRANCO M, 2014, J SMALL BUS ENTERP DEV"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KASEKENDE F, 2022"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","LU C, 2013, J BUS ETHICS"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","OKPARA J, 2008"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","DUBEY P, 2017"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","ABUZAID H, 2021"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","ADO A, 2016, J INT MANAG"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","AGRAWAL R, 2017"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","AJMAL M, 2008, PROJ MANAG J"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","HALBUSI H, 2017"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","HALBUSI H, 2020"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","ALQAHTANI N, 2018, J BUS RES"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","ARYATI A, 2018"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","BAGOZZI R, 1988, J ACAD MARKET SCI"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","BAILEY C, 2015, INT J MANAG REV"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","BAKKER A, 2009, J OCCUP ORGAN PSYCH"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","BAKKER A, 2013"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","BECHERER R, 2008"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","BREEVAART K, 2015"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","BROWN M, 2006"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","BROWN M, 2005, ORGAN BEHAV HUM DECIS PROCESS"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","CHEN I, 2020, INT J HOSP MANAG"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","CRONBACH L, 2004, EDUC PSYCHOL MEAS"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","DECONINCK J, 2010, J BUS RES"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","HARTOG D, 2012, J BUS ETHICS"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","DUBEY P, 2017"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","FEIN E, 2013"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","FIORE A, 2013"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","GOONETILLEKE R, 2008, APPL ERGON"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","GUO H, 2016, R&D MANAGE"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","GUZMÁN J, 2022, PROCEDIA COMPUT SCI"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","HAIR J, 2011"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","HALDORAI K, 2020"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","HILLS G, 2009, INT J ENTREPRENEURSHIP INNOV MANAGE"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","JARAMILLO F, 2006"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","JÓIA L, 2010, J KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","KANTEN P, 2013"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","KARADAŞ G, 2018"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","KARATEPE O, 2012"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","KARATEPE O, 2015"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","KARATEPE O, 2020"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","KAYA B, 2020"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","NEZAM M, 2022"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","KIM H, 2013"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","KOH H, 2004, MANAG DECIS"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","KUMAR A, 2009, J KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","CHOI B, 2013, MANAG DECIS"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","LAU P, 2016"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","LE P, 2018, KNOWL MAN RES PRACT"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","LIU C, 2017, TOUR MANAG"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","MILES M, 2014, J STRATEG MARK"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","MITTAL R, 2018"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","MULKI J, 2006"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","OZKAN-CANBOLAT E, 2015, J BUS RES"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","PARK C, 2014, INT BUS REV"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","RABIUL M, 2021"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","RENKO M, 2012, MANAG DECIS"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","SCHAUFELI W, 2004, J ORGAN BEHAV"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","SCHAUFELI W, 2002, J HAPPINESS STUD"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","SIMHA A, 2015, MANAG DECIS"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","SONG J, 2012, HUM RESOUR DEV Q"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","TEO S, 2019, INT J HOSP MANAG"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","THOMAS T, 2004, ACAD MANAGE PERSPECT"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","TSENG F, 2011, J BUS ETHICS"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","ВАСИЛЬЧЕНКО Е, 2011, J INT MARKETING"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN",
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","WANG L, 2020"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","WHALEN P, 2015, J STRATEG MARK"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","WOOD J, 2020"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","XANTHOPOULOU D, 2008, J OCCUP ORGAN PSYCH"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","XU S, 2017, CORNELL HOSP Q"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","ZHANG L, 2020"
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN","ZHENG Y, 2019"
"ALFORD P, 2025, INT J ENTREP BEHAV R","ALFORD P, 2009"
"ALFORD P, 2025, INT J ENTREP BEHAV R","ALFORD P, 2020, TOUR MANAG"
"ALFORD P, 2025, INT J ENTREP BEHAV R",2018
"ALFORD P, 2025, INT J ENTREP BEHAV R","ALQAHTANI N, 2018, J BUS RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","BAKER T, 2005, ADM SCI Q"
"ALFORD P, 2025, INT J ENTREP BEHAV R","BOWEN R, 2023, INT J ENTREP BEHAV RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","BROOKS J, 2015"
"ALFORD P, 2025, INT J ENTREP BEHAV R","CORVELLO V, 2021, INT J ENTREP BEHAV RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","DOMENICO M, 2010"
"ALFORD P, 2025, INT J ENTREP BEHAV R","EIRIZ V, 2018, J SMALL BUS MANAGE"
"ALFORD P, 2025, INT J ENTREP BEHAV R","EISENHARDT K, 1989, ACAD MANAGE REV"
"ALFORD P, 2025, INT J ENTREP BEHAV R","FELDMAN M, 2011, ORGAN SCI"
"ALFORD P, 2025, INT J ENTREP BEHAV R","FERNELEY E, 2005"
"ALFORD P, 2025, INT J ENTREP BEHAV R","FILLIS I, 2003, J SMALL BUS ENTERP DEV"
"ALFORD P, 2025, INT J ENTREP BEHAV R","GARUD R, 2012, ACAD MANAGE REV"
"ALFORD P, 2025, INT J ENTREP BEHAV R","GHEZZI A, 2018, TECHNOL FORECAST SOC CHANGE"
"ALFORD P, 2025, INT J ENTREP BEHAV R","HONG Y, 2023, INT J ENTREP BEHAV RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","JONES R, 2011"
"ALFORD P, 2025, INT J ENTREP BEHAV R","JONES R, 2013, J MARK MANAGE"
"ALFORD P, 2025, INT J ENTREP BEHAV R","JONES P, 2012"
"ALFORD P, 2025, INT J ENTREP BEHAV R","KAPOR M, 1996"
"ALFORD P, 2025, INT J ENTREP BEHAV R","KRAUS S, 2018, INT J ENTREP BEHAV RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","LEONARDI, 2011"
"ALFORD P, 2025, INT J ENTREP BEHAV R","MCLAUGHLIN C, 2022, INT J ENTREP BEHAV RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","MINER A, 2001, ADM SCI Q"
"ALFORD P, 2025, INT J ENTREP BEHAV R","MORGAN‐THOMAS A, 2015"
"ALFORD P, 2025, INT J ENTREP BEHAV R","MORRISH S, 2019, J BUS RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","NAMBISAN S, 2016"
"ALFORD P, 2025, INT J ENTREP BEHAV R","NGUYEN T, 2013, J SMALL BUS MANAGE"
"ALFORD P, 2025, INT J ENTREP BEHAV R","OECD, 2021"
"ALFORD P, 2025, INT J ENTREP BEHAV R","ORLIKOWSKI W, 1992, ORGAN SCI"
"ALFORD P, 2025, INT J ENTREP BEHAV R","ORLIKOWSKI W, 2007, ORGAN STUD"
"ALFORD P, 2025, INT J ENTREP BEHAV R","ORLIKOWSKI W, 2009, CAMB J ECON"
"ALFORD P, 2025, INT J ENTREP BEHAV R","ORLIKOWSKI W, 2008, ACAD MANAG ANN"
"ALFORD P, 2025, INT J ENTREP BEHAV R","ORLIKOWSKI W, 2016"
"ALFORD P, 2025, INT J ENTREP BEHAV R","PELTIER J, 2012"
"ALFORD P, 2025, INT J ENTREP BEHAV R","PERRY C, 1998, EUR J MARK"
"ALFORD P, 2025, INT J ENTREP BEHAV R","SCHIUMA G, 2021, INT J ENTREP BEHAV RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","SENYARD J, 2013, J PROD INNOVAT MANAG"
"ALFORD P, 2025, INT J ENTREP BEHAV R","SETKUTE J, 2022, IND MARK MANAGE"
"ALFORD P, 2025, INT J ENTREP BEHAV R","SHAW E, 1999"
"ALFORD P, 2025, INT J ENTREP BEHAV R","SIMMONS G, 2008"
"ALFORD P, 2025, INT J ENTREP BEHAV R","SUN Y, 2022, INT J ENTREP BEHAV RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","TROISE C, 2022, INT J ENTREP BEHAV RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","TROISE C, 2021, J SMALL BUS ENTERP DEV"
"ALFORD P, 2025, INT J ENTREP BEHAV R","UPADHYAY N, 2021, INT J ENTREP BEHAV RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","BURG E, 2020"
"ALFORD P, 2025, INT J ENTREP BEHAV R","VRONTIS D, 2021, INT J ENTREP BEHAV RES"
"ALFORD P, 2025, INT J ENTREP BEHAV R","WEI R, 2022, IND MARK MANAGE"
"ALFORD P, 2025, INT J ENTREP BEHAV R",
"ALFORD P, 2025, INT J ENTREP BEHAV R","WOLCOTT P, 2008"
"ALFORD P, 2025, INT J ENTREP BEHAV R","WU L, 2016, J BUS RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","ALQAHTANI N, 2018, J BUS RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","ALQAHTANI N, 2023, J SMALL BUS MANAGE"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R",
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","AUDRETSCH D, 2023, SMALL BUS ECON"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","BAKER W, 2009, J SMALL BUS MANAGE"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","BARNEY J, 2018, STRATEG MANAGE J"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","BARNEY J, 2011, J MANAGE"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","BECHERER R, 2012, NEW ENGL J ENTREP"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","BIRLEY S, 1992, ENTREP REGION DEV"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","BLACKBURN R, 2008"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","BOSO N, 2011, INT BUS REV"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","BOSO N, 2013, J BUS VENTUR"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","BOUNCKEN R, 2013, J BUS RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","BROUTHERS K, 2014"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","CADOGAN J, 2002, J INT BUS STUD"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","CADOGAN J, 2009, J INT MARKETING"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","CRICK D, 1992, J MARK MANAGE"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","CRICK J, 2020, J STRATEG MARK"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","CRICK J, 2023, J STRATEG MARK"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","CRICK D, 2016"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","CRICK J, 2022, INT J ENTREP BEHAV RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","CRICK J, 2021, INT J ENTREP BEHAV RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","CRICK J, 2023"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","CRICK J, 2023, INT J ENTREP BEHAV RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","DAI L, 2013, J BUS VENTUR"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","EGGERS F, 2018, J BUS RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","FELZENSZTEIN C, 2018, J SMALL BUS MANAGE"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","FELZENSZTEIN C, 2020, J STRATEG MARK"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","GNYAWALỊ D, 2009, J SMALL BUS MANAGE"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","GRANATA J, 2017"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","HAMZAH M, 2023, INT J ENTREPRENEURSHIP SMALL BUS"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","HANSEN D, 2019, J BUS RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","HELFAT C, 2023, STRATEG MANAGE J"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","HERNÁNDEZ C, 2016, STRATEG ENTREP J"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","HILLS G, 2008, J SMALL BUS MANAGE"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","HUGHES M, 2021, STRATEG ENTREP J"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","IBEH K, 2019, INT MARK REV"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","JAWORSKI B, 1993, J MARKETING"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","JONES R, 2011"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","KATSIKEAS C, 2006, STRATEG MANAGE J"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","KELLERMANNS F, 2014, J SMALL BUS MANAGE"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","KHAN H, 2022, INT J ENTREP BEHAV RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","KRAUS S, 2018, INT J ENTREP BEHAV RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","LEE N, 2014"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","LI Y, 2008, IND MARK MANAGE"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","LINDELL M, 2001, J APPL PSYCHOL"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","LUMPKIN G, 2001, J BUS VENTUR"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","MAHDI A, 2024, INT J ENTREP BEHAV RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","MCGAHAN A, 1997, STRATEG MANAGE J"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","MILES M, 1991"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","MORGAN N, 2009, STRATEG MANAGE J"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","MORGAN T, 2014"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","MORRIS M, 2002"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","O’CASS A, 2015, J STRATEG MARK"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","PODSAKOFF P, 2003, J APPL PSYCHOL"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","PRIEM R, 2001, ACAD MANAGE REV"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","REYNOLDS N, 1998, EUR J MARK"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","ROBSON P, 2012"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","RAMAN R, 2018, INT MARK REV"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","SHORE A, 2024"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","THOMAS L, 2013, INT J ENTREP BEHAV RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","WESTHEAD P, 2001, J BUS VENTUR"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","WIKLUND J, 2003, STRATEG MANAGE J"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","WIKLUND J, 2004, J BUS VENTUR"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","XU R, 2023, J BUS IND MARK"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","ZHI Y, 2024, INT J ENTREP BEHAV RES"
"ALIAKBARI A, 2025, INT J ENTREP BEHAV R","YOUNG S, 2000"
"F EGGERS, 2025, J RES MARK ENTREP","BAUMÖL W, 1990, J POLIT ECON"
"F EGGERS, 2025, J RES MARK ENTREP","EGGERS F, 2018, J BUS RES"
"F EGGERS, 2025, J RES MARK ENTREP","PLANGGER K, 2022, J ACAD MARKET SCI"
"F EGGERS, 2025, J RES MARK ENTREP","UHLEMANN T, 2017"
"F EGGERS, 2025, J RES MARK ENTREP","WURTH B, 2021"
"F EGGERS, 2025, J RES MARK ENTREP","BREIT L, 2024, J RES MARK ENTREP"
"F EGGERS, 2025, J RES MARK ENTREP","BRAUN S, 2024, J RES MARK ENTREP"
"F EGGERS, 2025, J RES MARK ENTREP","GAMETI D, 2025, J RES MARK ENTREP"
"F EGGERS, 2025, J RES MARK ENTREP","NYQUIST A, 2025, J RES MARK ENTREP"
"F EGGERS, 2025, J RES MARK ENTREP","SHEPHERD D, 2020"
"F EGGERS, 2025, J RES MARK ENTREP","SPIGEL B, 2017, STRATEG ENTREP J"
"F EGGERS, 2025, J RES MARK ENTREP","STAM E, 2015, EUR PLAN STUD"
"F EGGERS, 2025, J RES MARK ENTREP","THOMPSON T, 2017, STRATEG ENTREP J"
"BREIT LA, 2025, J RES MARK ENTREP","ALQAHTANI N, 2018, J BUS RES"
"BREIT LA, 2025, J RES MARK ENTREP","ALQAHTANI N, 2023, J SMALL BUS MANAGE"
"BREIT LA, 2025, J RES MARK ENTREP","ALQAHTANI N, 2024"
"BREIT LA, 2025, J RES MARK ENTREP","ALVAREZ S, 2005, J MANAGE"
"BREIT LA, 2025, J RES MARK ENTREP","AN W, 2019, SMALL BUS ECON"
"BREIT LA, 2025, J RES MARK ENTREP","ANAGNOU M, 2019, INT J ENTREP VENTURING"
"BREIT LA, 2025, J RES MARK ENTREP","ARDICHVILI A, 2002, J BUS VENTUR"
"BREIT LA, 2025, J RES MARK ENTREP","ASTUTI R, 2020, INT J ENTREP VENTURING"
"BREIT LA, 2025, J RES MARK ENTREP","BACHMANN J, 2020, IND MARK MANAGE"
"BREIT LA, 2025, J RES MARK ENTREP","BAI W, 2021, J BUS RES"
"BREIT LA, 2025, J RES MARK ENTREP","BECHERER R, 2012, NEW ENGL J ENTREP"
"BREIT LA, 2025, J RES MARK ENTREP","BREIT L, 2023, J RES MARK ENTREP"
"BREIT LA, 2025, J RES MARK ENTREP","LI C, 2016, J SMALL BUS MANAGE"
"BREIT LA, 2025, J RES MARK ENTREP","CANTAMESSA M, 2018"
"BREIT LA, 2025, J RES MARK ENTREP","CHAUDHURY S, 2014"
"BREIT LA, 2025, J RES MARK ENTREP","CHOI Y, 2007, J BUS VENTUR"
"BREIT LA, 2025, J RES MARK ENTREP","CRICK D, 2015"
"BREIT LA, 2025, J RES MARK ENTREP","CRICK J, 2024, J RES MARK ENTREP"
"BREIT LA, 2025, J RES MARK ENTREP","CRICK J, 2018, J BUS RES"
"BREIT LA, 2025, J RES MARK ENTREP","CRICK J, 2023, INT J ENTREP BEHAV RES"
"BREIT LA, 2025, J RES MARK ENTREP","DEW N, 2008, J BUS VENTUR"
"BREIT LA, 2025, J RES MARK ENTREP","EGGERS F, 2018, J BUS RES"
"BREIT LA, 2025, J RES MARK ENTREP","FISHER G, 2012"
"BREIT LA, 2025, J RES MARK ENTREP","FRANCO M, 2014, J SMALL BUS ENTERP DEV"
"BREIT LA, 2025, J RES MARK ENTREP","GALKINA T, 2021, STRATEG ENTREP J"
"BREIT LA, 2025, J RES MARK ENTREP","GIOIA D, 2012, ORGAN RES METHODS"
"BREIT LA, 2025, J RES MARK ENTREP","GLIGA G, 2022, J BUS RES"
"BREIT LA, 2025, J RES MARK ENTREP","GRÉGOIRE D, 2019, SMALL BUS ECON"
"BREIT LA, 2025, J RES MARK ENTREP",
"BREIT LA, 2025, J RES MARK ENTREP","GUO R, 2016, INTERNET RES"
"BREIT LA, 2025, J RES MARK ENTREP","HAMZAH M, 2023, INT J ENTREPRENEURSHIP SMALL BUS"
"BREIT LA, 2025, J RES MARK ENTREP","HANSEN D, 2019, J BUS RES"
"BREIT LA, 2025, J RES MARK ENTREP","HAUSER A, 2019, SMALL BUS ECON"
"BREIT LA, 2025, J RES MARK ENTREP","HILLS G, 2011, J SMALL BUS ENTREP"
"BREIT LA, 2025, J RES MARK ENTREP","HILLS G, 2008, J SMALL BUS MANAGE"
"BREIT LA, 2025, J RES MARK ENTREP","HONG Y, 2023, INT J ENTREP BEHAV RES"
"BREIT LA, 2025, J RES MARK ENTREP","HSIEH H, 2005, QUAL HEALTH RES"
"BREIT LA, 2025, J RES MARK ENTREP","JARILLO J, 1989, J BUS VENTUR"
"BREIT LA, 2025, J RES MARK ENTREP","JAYAWARNA D, 2014, J SMALL BUS ENTERP DEV"
"BREIT LA, 2025, J RES MARK ENTREP","JOENSUU‐SALO S, 2022, J RES MARK ENTREP"
"BREIT LA, 2025, J RES MARK ENTREP","KALE S, 1998"
"BREIT LA, 2025, J RES MARK ENTREP","KALINIĆ I, 2013, INT BUS REV"
"BREIT LA, 2025, J RES MARK ENTREP","KARAMI M, 2022, J STRATEG MARK"
"BREIT LA, 2025, J RES MARK ENTREP","KARAMI M, 2023"
"BREIT LA, 2025, J RES MARK ENTREP","KHAN S, 2014"
"BREIT LA, 2025, J RES MARK ENTREP","KHELIL N, 2015, J BUS VENTUR"
"BREIT LA, 2025, J RES MARK ENTREP","KILENTHONG P, 2015, J STRATEG MARK"
"BREIT LA, 2025, J RES MARK ENTREP","KIRCHNER T, 2013"
"BREIT LA, 2025, J RES MARK ENTREP","KRISJANOUS J, 2018"
"BREIT LA, 2025, J RES MARK ENTREP","KUBBERØD E, 2019, J SMALL BUS ENTERP DEV"
"BREIT LA, 2025, J RES MARK ENTREP","LAM W, 2013"
"BREIT LA, 2025, J RES MARK ENTREP","LASKOVAIA A, 2018, ENTREP REGION DEV"
"BREIT LA, 2025, J RES MARK ENTREP","LUMPKIN G, 2001, J BUS VENTUR"
"BREIT LA, 2025, J RES MARK ENTREP","MCGOWAN P, 2020, J BUS IND MARK"
"BREIT LA, 2025, J RES MARK ENTREP","MCKELVIE A, 2019, SMALL BUS ECON"
"BREIT LA, 2025, J RES MARK ENTREP","MCMULLEN J, 2006, ACAD MANAGE REV"
"BREIT LA, 2025, J RES MARK ENTREP","MAINE E, 2014"
"BREIT LA, 2025, J RES MARK ENTREP","MILES M, 2014, J STRATEG MARK"
"BREIT LA, 2025, J RES MARK ENTREP","MORRIS M, 2002"
"BREIT LA, 2025, J RES MARK ENTREP","MORRISH S, 2011, J SMALL BUS ENTREP"
"BREIT LA, 2025, J RES MARK ENTREP","MORRISH S, 2010, J STRATEG MARK"
"BREIT LA, 2025, J RES MARK ENTREP","MUÑOZ‐BULLÓN F, 2015, ENTREP REGION DEV"
